O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
15-2051.01,Business Intelligence Analysts,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server Integration Services SSIS,2.E.7.c,Enterprise application integration software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N
15-2051.01,Business Intelligence Analysts,Microsoft Visual Studio,2.E.7.b,Development environment software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Windows Server,2.E.13.c,Operating system software,Y,N
15-2051.01,Business Intelligence Analysts,Microsoft Word,2.E.4.d,Word processing software,Y,N
15-2051.01,Business Intelligence Analysts,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N
15-2051.01,Business Intelligence Analysts,Minitab,2.E.9.d,Analytical or scientific software,N,N
15-2051.01,Business Intelligence Analysts,MongoDB,2.E.6.d,Data base management system software,Y,N
15-2051.01,Business Intelligence Analysts,MySQL,2.E.6.d,Data base management system software,Y,N
15-2051.01,Business Intelligence Analysts,Nagios,2.E.11.a,Network monitoring software,N,N
15-2051.01,Business Intelligence Analysts,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N
15-2051.01,Business Intelligence Analysts,NoSQL,2.E.6.d,Data base management system software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Cloud software,2.E.11.e,Cloud-based management software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Essbase,2.E.6.f,Data base user interface and query software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N
15-2051.01,Business Intelligence Analysts,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N
15-2051.01,Business Intelligence Analysts,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle Siebel Marketing Resource Management,2.E.6.c,Customer relationship management CRM software,N,N
15-2051.01,Business Intelligence Analysts,Oracle Solaris,2.E.13.c,Operating system software,N,N
15-2051.01,Business Intelligence Analysts,Oracle SQL Developer,2.E.7.b,Development environment software,Y,N
15-2051.01,Business Intelligence Analysts,Oracle Taleo,2.E.1.c,Human resources software,N,N
15-2051.01,Business Intelligence Analysts,Oracle WebLogic Server,2.E.10.a,Application server software,N,N
15-2051.01,Business Intelligence Analysts,Panorama NovaView,2.E.6.e,Data base reporting software,N,N
15-2051.01,Business Intelligence Analysts,Perl,2.E.7.e,Object or component oriented development software,Y,N
15-2051.01,Business Intelligence Analysts,PHP,2.E.7.h,Web platform development software,Y,N
15-2051.01,Business Intelligence Analysts,PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N
15-2051.01,Business Intelligence Analysts,PTC Creo Parametric,2.E.9.c,Computer aided design CAD software,N,N
15-2051.01,Business Intelligence Analysts,Python,2.E.7.e,Object or component oriented development software,Y,Y
15-2051.01,Business Intelligence Analysts,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N
15-2051.01,Business Intelligence Analysts,Quest Erwin Data Modeler,2.E.6.i,Metadata management software,N,N
15-2051.01,Business Intelligence Analysts,R,2.E.7.e,Object or component oriented development software,Y,Y
15-2051.01,Business Intelligence Analysts,Red Hat Enterprise Linux,2.E.13.c,Operating system software,Y,N
15-2051.01,Business Intelligence Analysts,Red Hat WildFly,2.E.10.a,Application server software,N,N
15-2051.01,Business Intelligence Analysts,Relational database management software,2.E.6.d,Data base management system software,N,N
15-2051.01,Business Intelligence Analysts,Reporting software,2.E.6.e,Data base reporting software,N,N
15-2051.01,Business Intelligence Analysts,Rogue Wave Software IMSL Numerical Libraries,2.E.9.d,Analytical or scientific software,N,N
15-2051.01,Business Intelligence Analysts,Ruby,2.E.7.b,Development environment software,Y,N
15-2051.01,Business Intelligence Analysts,Ruby on Rails,2.E.7.h,Web platform development software,N,N
15-2051.01,Business Intelligence Analysts,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,Y
15-2051.01,Business Intelligence Analysts,Salesforce Visualforce,2.E.7.d,Graphical user interface development software,N,N
15-2051.01,Business Intelligence Analysts,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N
15-2051.01,Business Intelligence Analysts,SAP BusinessObjects Data Integrator,2.E.7.c,Enterprise application integration software,N,N
15-2051.01,Business Intelligence Analysts,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N
15-2051.01,Business Intelligence Analysts,SAP ERP,2.E.2.b,Enterprise resource planning ERP software,Y,N
15-2051.01,Business Intelligence Analysts,SAP NetWeaver BW,2.E.6.g,Data mining software,N,N
15-2051.01,Business Intelligence Analysts,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,Y
15-2051.01,Business Intelligence Analysts,SAS,2.E.9.d,Analytical or scientific software,Y,Y
15-2051.01,Business Intelligence Analysts,Scala,2.E.7.e,Object or component oriented development software,Y,N
15-2051.01,Business Intelligence Analysts,Shell script,2.E.13.c,Operating system software,Y,N
15-2051.01,Business Intelligence Analysts,SiSense Prism,2.E.6.e,Data base reporting software,N,N
15-2051.01,Business Intelligence Analysts,Skype,2.E.10.b,Desktop communications software,N,N
15-2051.01,Business Intelligence Analysts,Snowflake,2.E.6.g,Data mining software,Y,Y
15-2051.01,Business Intelligence Analysts,Splunk Enterprise,2.E.11.e,Cloud-based management software,Y,N
15-2051.01,Business Intelligence Analysts,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N
15-2051.01,Business Intelligence Analysts,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y
15-2051.01,Business Intelligence Analysts,Swift,2.E.7.e,Object or component oriented development software,Y,N
15-2051.01,Business Intelligence Analysts,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,Y
15-2051.01,Business Intelligence Analysts,Tax software,2.E.2.a,Accounting software,N,N
15-2051.01,Business Intelligence Analysts,Teradata Database,2.E.6.d,Data base management system software,Y,N
15-2051.01,Business Intelligence Analysts,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N
15-2051.01,Business Intelligence Analysts,Transact-SQL,2.E.6.f,Data base user interface and query software,Y,N
15-2051.01,Business Intelligence Analysts,Ubuntu,2.E.13.c,Operating system software,N,N
15-2051.01,Business Intelligence Analysts,Unified modeling language UML,2.E.7.g,Requirements analysis and system architecture software,N,N
15-2051.01,Business Intelligence Analysts,UNIX,2.E.13.c,Operating system software,Y,N
15-2051.01,Business Intelligence Analysts,UNIX Shell,2.E.13.c,Operating system software,Y,N
15-2051.01,Business Intelligence Analysts,Veritas NetBackup,2.E.15.f,Backup or archival software,N,N
15-2051.01,Business Intelligence Analysts,Virtual private networking VPN software,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-2051.01,Business Intelligence Analysts,Wireshark,2.E.11.a,Network monitoring software,N,N
15-2051.01,Business Intelligence Analysts,YouTube,2.E.4.c,Video creation and editing software,N,N
